school,date,headline,author,url,Main topic,Section,Primary purpose,Scope,Student sources,Non-student sources,Controversial topics?,Dissenting voices (2+ opinions) (1=yes 2=maybe 3=no),Word count,Tags
Knight Errant,2021-10-07,Homecoming leaves a mess behind,"Sadie Witterschein, Photographer/Writer",https://bsmknighterrant.org/2021/10/07/homecoming-leaves-a-literal-mess/,Community life,News,Promote discourse,School,0,2,No,2,613,"COVID, school dance, student culture, social life"
Knight Errant,2021-10-07,BSM adopts a new system for serving lunches,"Riley Weedman, Staff Writer",https://bsmknighterrant.org/2021/10/07/bsm-adopts-a-new-system-for-serving-lunches/,School policy/administration,News,Inform,School,2,1,No,2,541,"COVID, school lunch, school policy, social distancing"
Knight Errant,2021-10-06,BSM adapts its Covid-19 policies in response to a changing environment,"Flint Frohman, Editor",https://bsmknighterrant.org/2021/10/06/bsm-adapts-its-covid-19-policies-in-response-to-a-changing-environment/,School policy/administration,News,Inform,School,0,1,Yes,3,665,"COVID, masking, COVID policy, mask mandate"
Knight Errant,2021-10-01,BSM’s new program that rewards positive behavior,"Lily Butner, Editor",https://bsmknighterrant.org/2021/10/01/bsms-new-program-that-rewards-positive-behavior/,Socio-political issues and school culture,News,Spread awareness,School,0,1,No,3,270,"Student life, student behavior, awards, school culture"
Knight Errant,2021-09-30,Sports and Faith collide to revamp the religion department,"Kaia Ballinger, Staff Writer",https://bsmknighterrant.org/2021/09/30/sports-and-faith-collide-to-revamp-the-religion-department/,Community life,News,Spread awareness,School,1,1,No,3,424,"Religion, sports, student life, culture"
Knight Errant,2021-09-28,Clearing up dress code confusions once and for all,"Lily Butner, Editor",https://bsmknighterrant.org/2021/09/28/clearing-up-dress-code-confusions-once-and-for-all/,School policy/administration,News,Inform,School,0,2,Yes,3,412,"Gender, dress code, school policy"
Knight Errant,2021-09-26,The Return of Wellness,"Karter Donovan, Staff Writer",https://bsmknighterrant.org/2021/09/26/the-return-of-wellness/,Community life,News,Spread awareness,School,1,1,No,3,434,"Curriculum, student health, student wellness"
Knight Errant,2021-09-17,Math teacher Mr. Bowler is retiring after this semester,"Mary Koby, Editor",https://bsmknighterrant.org/2021/09/17/math-teacher-mr-bowler-is-retiring-after-this-semester/,Community life,News,Spread awareness,School,1,1,No,3,383,"Faculty, retirement, profile"
Knight Errant,2021-09-17,BSM’s First Outdoor Mass was a success,"Nick Graczyk, Writer",https://bsmknighterrant.org/2021/09/17/bsms-first-outdoor-mass-was-a-success/,Community life,News,Spread awareness,School,1,1,No,3,337,"Religion, COVID, events"
Knight Errant,2021-09-16,New EIB director Dennis Draughn joins the BSM community,Andrew Lyons and Audrey Weber,https://bsmknighterrant.org/2021/09/16/new-eib-director-dennis-draughn-joins-the-bsm-community/,Community life,News,Spread awareness,School,1,0,No,3,527,"Faculty, equity, diversity, belonging, profile"
The Echo,2021-12-06,Kitchen renovations postponed,"Liam Woodward, Jacob Khabie, and Danny Shope",https://slpecho.com/news/2021/12/06/kitchen-renovations-postponed/,School policy/administration,News,Inform,School,2,2,Yes,2,302,"School finance, COVID, renovation"
The Echo,2021-12-03,Echo wins National Pacemaker Award,Liam Woodward and Tobias Khabie,https://slpecho.com/news/2021/12/03/echo-wins-national-pacemaker-award/,Community life,News,Spread awareness,School,3,1,No,3,462,"Awards, student success, student life"
The Echo,2021-12-02,Locked out of inclusivity,Sophia Curran-Moore,https://slpecho.com/news/2021/12/02/locked-out-of-inclusivity/,Socio-political issues and school culture,News,Accountability,School,3,1,Yes,2,741,"LGBTQ+, transgender students, inclusivity, gender equality, bathroom access"
The Echo,2021-11-21,Walkout calls attention to sexual assault culture,Jacob Khabie and Char Priadka,https://slpecho.com/news/2021/11/21/walkout-calls-attention-to-sexual-assault-culture/,Socio-political issues and school culture,News,Accountability,School,0,3,Yes,1,581,"Sexual assault, student life, protest"
The Echo,2021-11-19,No eating in classrooms enforced,Mya Stanberry,https://slpecho.com/news/2021/11/19/no-eating-in-classrooms-enforced/,School policy/administration,News,Promote discourse,School,2,2,Yes,2,496,"COVID, COVID policy, "
The Echo,2021-11-16,New conferences format bewilders student body,Aisha Hersi and Johanna Kaplan,https://slpecho.com/news/2021/11/16/new-conferences-format-bewilders-student-body/,School policy/administration,News,Promote discourse,School,2,1,No,1,494,"School policy, advising"
The Echo,2021-11-10,"SOAR discussion facilitated to express emotions, reactions","Molly Schochet, Elena Ortiz-Fishman, and Andrea Melear",https://slpecho.com/news/2021/11/10/use-of-n-word-by-faculty-sparks-anger/,Socio-political issues and school culture,News,Promote discourse,School,3,1,Yes,1,1157,"Racism, student club, student organization, faculty allegation"
The Echo,2021-11-03,“Slower is Safer”,Lily Nugteren,https://slpecho.com/news/2021/11/03/slower-is-safer/,Reactions to broader politics/events,News,Promote discourse,Local,2,1,No,2,424,"City politics, traffic safety, transportation"
The Echo,2021-11-02,Shortage of substitute teachers impacts learning,Andrea Melear,https://slpecho.com/news/2021/11/02/shortage-of-substitute-teachers-impacts-learning/,School policy/administration,News,Promote discourse,School,2,1,Yes,2,704,"Faculty, staff shortages, substitute teachers"
The Echo,2021-10-31,Bathroom measures cause frustration,Avery Stahl,https://slpecho.com/news/2021/10/31/bathroom-measures-cause-frustration/,School policy/administration,News,Accountability,School,2,1,Yes,2,402,"School infrastructure, complaints, student frustration, bathrooms"
The Echo,2021-10-21,"New system for Media Center, Learning Lab passes creates tension",Sophia Curran-Moore,https://slpecho.com/news/2021/10/21/new-system-for-media-center-learning-lab-passes-creates-tension/,School policy/administration,News,Promote discourse,School,2,2,No,1,424,"School policy, student frustration"
The Echo,2021-09-30,Westwood Hills Nature Center celebrates 40th anniversary,Avery Stahl,https://slpecho.com/news/2021/09/30/westwood-hills-nature-center-celebrates-40th-anniversary/,Community life,News,Spread awareness,Local,2,1,No,3,356,"Community life, celebration, event, COVID"
The Echo,2021-09-29,Officer monitors speeding during lunch,Sophia Curran-Moore,https://slpecho.com/news/2021/09/29/officer-monitors-speeding-during-lunch/,School policy/administration,News,Promote discourse,School,2,1,Yes,2,505,"Policing, traffic, school resource officers"
The Echo,2021-09-21,Nordic coach passes away,Andrea Melear and Lily Nugteren,https://slpecho.com/news/2021/09/21/nordic-coach-passes-away/,Community life,News,Spread awareness,School,2,2,No,3,559,"Obituary, faculty"
The Echo,2021-09-15,"Return to school met with joy, curiosity",Oliver Smith and Crystal Diaz,https://slpecho.com/news/2021/09/15/return-to-school-met-with-joy-curiosity/,School policy/administration,News,Promote discourse,School,1,2,Yes,2,408,"COVID, COVID policy, vaccination, student safety"
The Echo,2021-09-14,Pep fest kicks off Park Pride,Oliver Smith and Crystal Diaz,https://slpecho.com/news/2021/09/14/pep-fest-kicks-off-park-pride/,Community life,News,Spread awareness,School,5,0,No,3,306,"School spirit, student life, social life, student government"
The Echo,2021-09-14,Class tradition brings seniors together,Oliver Smith and Crystal Diaz,https://slpecho.com/news/2021/09/14/class-tradition-brings-seniors-together/,Community life,News,Spread awareness,School,2,0,No,3,385,"School spirit, student life, social life"
The Echo,2021-08-28,New principal hosts ice cream social,Andrea Melear and Molly Schochet,https://slpecho.com/news/2021/08/28/new-principal-hosts-ice-cream-social/,Community life,News,Spread awareness,School,2,2,No,3,412,"Faculty, staff changes, administration, event"
Globe,2021-12-22,Is the Loop Trolley Back?,"Alex Slen, News Section Editor",https://www.chsglobe.com/44550/localnews/is-the-loop-trolley-back/,Reactions to broader politics/events ,News,Inform,Local,0,0,No,3,677,"Infrastructure, transportation"
Globe,2021-12-17,Too Cold in the Quad,Alison Booth and Caitlin Kuhlmann,https://www.chsglobe.com/44341/localnews/too-cold-in-the-quad/,School policy/administration,News,Promote discourse,School,3,1,No,1,854,"COVID, dining, school lunch"
Globe,2021-12-14,How Do We Socialize?,"Alex Cohen, Sports Section Editor",https://www.chsglobe.com/44423/localnews/how-do-we-socialize/,Socio-political issues and school culture ,News,Promote discourse,School,5,2,No,2,1559,"COVID, social life, remote learning, mental health"
Globe,2021-12-14,A Suggestion for School Lunches,Caleb Park and Stella Bishop,https://www.chsglobe.com/44432/localnews/a-suggestion-for-school-lunches/,School policy/administration,News,Promote discourse,School,5,0,No,2,854,"Dining, school lunch health"
Globe,2021-12-07,College Debt in the United States,Sidra Major and Kipp Vitsky,https://www.chsglobe.com/44403/localnews/college-debt-in-the-united-states/,Reactions to broader politics/events ,News,Promote discourse,State/national/world,0,4,No,2,1258,"College, debt, tuition, finance, equity"
Globe,2021-12-01,A Conversation with Dr. Nisha Patel,"Sofia Mutis, Page Editor",https://www.chsglobe.com/44392/localnews/a-conversation-with-dr-nisha-patel/,Community life,News,Spread awareness,Local,0,1,No,3,723,"Faculty, profile"
Globe,2021-11-29,The Hidden Truths of The Arch’s Construction,Isabella Bamnolker and Charlie Miller,https://www.chsglobe.com/44229/localnews/the-hidden-truths-of-the-archs-construction/,Reactions to broader politics/events ,News,Spread awareness,Local,0,3,No,3,1517,"History, infrastructure"
Globe,2021-11-29,Teens for Choice STL hold Rally for Abortion Rights outside Planned Parenthood,"Lily Kleinhenz, Photo Editor",https://www.chsglobe.com/44191/localnews/teens-for-choice-stl-hold-rally-for-abortion-rights-outisde-planned-parenthood/,Reactions to broader politics/events ,News,Spread awareness,Local,1,0,Yes,3,192,"Abortion, protest"
Globe,2021-11-13,The Pfizer Booster Awaits,"Charlie Miller, Page Editor",https://www.chsglobe.com/43871/localnews/the-pfizer-booster-awaits/,Reactions to broader politics/events ,News,Inform,State/national/world,0,2,Yes,3,850,"COVID, vaccination, case counts"
Globe,2021-11-11,Service Dogs at CHS,"Ivy Slen, Reporter",https://www.chsglobe.com/43934/localnews/service-dogs-at-chs/,Socio-political issues and school culture ,News,Spread awareness,School,1,1,No,3,455,"Community involvement, mental health"
Globe,2021-11-03,Retrospective: Clamo and Politics in 1968,"Caleb Park, Reporter",https://www.chsglobe.com/44053/localnews/retrospective-clamo-and-politics-in-1968/,Reactions to broader politics/events ,News,Spread awareness,Local,0,1,No,3,704,"History, politics, inequality"
Globe,2021-11-02,District Extends Thanksgiving Break,"Owen Auston-Babcock, Senior Managing Editor",https://www.chsglobe.com/44090/localnews/district-extends-thanksgiving-break/,School policy/administration,News,Inform,Local,0,2,No,3,294,"Mental health, faculty, schedule"
Globe,2021-10-28,Evelyn’s House Pandemic Story,"Riley Kerley , Reporter",https://www.chsglobe.com/43878/localnews/evelyns-house-pandemic-story/,Community life,News,Spread awareness,Local,0,1,No,3,1481,"COVID, community involvement, profile"
Globe,2021-10-28,2 Miles Out,"Zoe Daniels-Sankey, Reporter",https://www.chsglobe.com/43999/localnews/2-miles-out/,Reactions to broader politics/events ,News,Spread awareness,State/national/world,0,0,No,3,820,"Poverty, equality, SES, food insecurity, community involvement"
Globe,2021-10-27,Substance Addiction at CHS,"Avie Mallon, Reporter",https://www.chsglobe.com/43925/localnews/substance-addiction-at-chs/,Socio-political issues and school culture ,News,Promote discourse,School,2,0,Yes,2,557,"Mental health, drugs, additction, substance abuse"
Globe,2021-10-12,Honoring The Life of Jared Schmitz,"Lily Kleinhenz, Photo Editor",https://www.chsglobe.com/43480/localnews/honoring-the-life-of-jared-schmitz/,Reactions to broader politics/events ,News,Spread awareness,State/national/world,0,1,No,3,485,"War, obituary"
Globe,2021-10-09,COVID Misinformation Reaches the Delmar Loop,"Owen Auston-Babcock, Senior Managing Editor",https://www.chsglobe.com/43821/localnews/covid-misinformation-reaches-the-delmar-loop/,Reactions to broader politics/events ,News,Spread awareness,Local,0,2,Yes,1,904,"COVID, misinformation, death"
Globe,2021-10-07,Shaw Park Rally Rejects Workplace COVID Regulation,"Owen Auston-Babcock, Shane LaGesse, JiaLi Deck, Sophia Lu, and Samantha Anne McDonough",https://www.chsglobe.com/43775/localnews/shaw-park-rally-rejects-workplace-covid-regulation/,Reactions to broader politics/events ,News,Spread awareness,Local,0,6,Yes,1,1791,"COVID, masking, vaccination, mandate"
Globe,2021-10-04,Will COVID Impact the Social Development of Babies?,"Chloe Wolfe, Reporter",https://www.chsglobe.com/43582/localnews/will-covid-impact-the-social-development-of-babies/,Reactions to broader politics/events ,News,Spread awareness,State/national/world,0,2,No,3,1141,"COVID, social life   "
Globe,2021-10-04,The Schlafly Art Outside Festival,"Charlie Meyers, Reporter",https://www.chsglobe.com/43708/localnews/the-schlafly-art-outside-festival/,Community life,News,Spread awareness,Local,0,2,No,3,786,"Community involvement, arts, events"
Globe,2021-10-02,TikTok’s Tiny Trends,Ana Mitreva and Isabel Erdmann,https://www.chsglobe.com/43678/localnews/tiktoks-tiny-trends/,Community life,News,Spread awareness,State/national/world,2,2,No,3,1692,"Cultural comment, sustainability"
Globe,2021-09-30,Bathrooms Break Barriers,Daphne Kraushaar and Dheera Rathikindi,https://www.chsglobe.com/43650/localnews/bathrooms-break-barriers/,School policy/administration,News,Promote discourse,Local,1,1,Yes,3,503,"LGBTQ+, inclusion, bathrooms, gender"
Globe,2021-09-17,Putting the Lake in Lake Forest,"Alex Cohen, Sports Section Editor",https://www.chsglobe.com/43218/localnews/putting-the-lake-in-lake-forest/,Reactions to broader politics/events ,News,Inform,Local,0,5,No,3,1488,"Infrastructure, flood, weather"
Globe,2021-09-15,Administrators Suspend Students for Bathroom Vandalizations,"Owen Auston-Babcock, Senior Managing Editor",https://www.chsglobe.com/43191/localnews/high-school-bathrooms-vandalized/,School policy/administration,News,Accountability,School,0,1,Yes,3,485,"Vandalism, student behavior, suspension, discipline, punishment"
Kirkwood Call,2021-12-16,Local branches of coffee shops shorten their hours,"Ava Tebo, podcast staffer",https://www.thekirkwoodcall.com/news/2021/12/16/local-branches-of-coffee-shops-shorten-their-hours/,Community life,News,Spread awareness,Local,2,1,No,3,350,"Local business, COVID, staff shortages, student life"
Kirkwood Call,2021-12-14,BOE approves mask-recommended policy for second semester,"Nicholas Whittington, Lila Shepard, and Audrey Turley",https://www.thekirkwoodcall.com/news/2021/12/14/boe-approves-mask-recommended-policy-for-second-semester/,School policy/administration,News,Inform,Local,0,1,Yes,3,406,"Masking, COVID, COVID policy"
Kirkwood Call,2021-12-07,Clementine’s Creamery opens in Kirkwood,"Lydia Drake, features writer",https://www.thekirkwoodcall.com/news/2021/12/07/clementines-creamery-opens-in-kirkwood/,Community life,News,Spread awareness,Local,0,3,No,3,343,"Local business, community involvement"
Kirkwood Call,2021-12-03,KHS investigates concerning social media post Friday Dec. 3,Grace Marcus and Rachel Finan,https://www.thekirkwoodcall.com/news/breaking-news/2021/12/03/khs-investigates-concerning-social-media-post-friday-dec-3/,Threats to student safety,News,Inform,School,0,1,Yes,3,357,"Shooting, social media, threat, violence, gun"
Kirkwood Call,2021-12-02,Nov. 29 BOE meeting recap,"Elizabeth Riti, Marilynn Steuby, and Ellie Francois",https://www.thekirkwoodcall.com/news/2021/12/02/nov-29-boe-meeting-recap/,Socio-political issues and school culture ,News,Promote discourse,Local,0,1,Yes,2,393,"Local politics, porn, curriculum, race"
Kirkwood Call,2021-11-30,KHS sophomore Will Gordon dies Nov. 28,"Hayden Davidson, editor-in-chief",https://www.thekirkwoodcall.com/news/2021/11/30/khs-sophomore-will-gordon-dies-nov-28/,Community life,News,Inform,School,0,0,No,3,150,"Death, student death, obituary"
Kirkwood Call,2021-11-19,BOE reviews algebra curriculum,"Ava Tebo, podcast staffer",https://www.thekirkwoodcall.com/news/2021/11/19/boe-reviews-algebra-curriculum-discusses-board-policy-bddh/,School policy/administration,News,Inform,Local,0,2,No,2,242,"Curriculum, local politics, academics "
Kirkwood Call,2021-11-11,"Weapon reported in car on KHS campus, found to be airsoft gun","Nicholas Whittington, news editor",https://www.thekirkwoodcall.com/news/breaking-news/2021/11/11/weapon-reported-in-car-on-khs-campus-found-to-be-airsoft-gun/,Threats to student safety,News,Inform,School,0,1,Yes,3,209,"Weapon, gun, student safety"
Kirkwood Call,2021-11-03,Principal Jeff Townsend announces retirement,"Alli Luth, features writer",https://www.thekirkwoodcall.com/news/2021/11/03/principal-jeff-townsend-announces-retirement/,Community life,News,Inform,School,0,1,No,3,261,"Faculty, retirement"
Kirkwood Call,2021-11-03,KHS holds intruder drill Nov. 3,"Grace Marcus , print managing editor",https://www.thekirkwoodcall.com/news/2021/11/03/khs-holds-intruder-drill-nov-3/,Threats to student safety,News,Accountability,School,0,2,Yes,2,399,"Intruder, drill, student safety"
Kirkwood Call,2021-11-02,KHS unarmed intruder arrested Nov. 2,Rachel Finan and Aine Bradley,https://www.thekirkwoodcall.com/news/breaking-news/2021/11/02/khs-unarmed-intruder-arrested-nov-2/,Threats to student safety,News,Inform,School,0,1,Yes,3,320,"Intruder, student safety"
Kirkwood Call,2021-10-26,"BOE receives public comments, approves District Strategic Communication Plan",Audrey Blaine and Mya Copeland,https://www.thekirkwoodcall.com/news/2021/10/26/boe-receives-public-comments-approves-district-strategic-communication-plan/,Socio-political issues and school culture ,News,Promote discourse,Local,0,0,Yes,3,312,"Curriculum, local politics, COVID, school finance, enrollment"
Kirkwood Call,2021-10-25,2021 Friendship Dance ticket information,"Lydia Drake, features writer",https://www.thekirkwoodcall.com/news/2021/10/25/2021-friendship-dance-ticket-information/,Community life,News,Spread awareness,School,0,0,No,3,163,"Student life, social life"
Kirkwood Call,2021-09-14,Friendship Dance to be held separately at KHS and WGHS,Hayden Davidson and Megan Glasgow,https://www.thekirkwoodcall.com/news/2021/09/14/friendship-dance-to-be-held-separately-at-khs-and-wghs/,Community life,News,Inform,School,0,0,No,3,184,"Student life, social life"
FHN Today,2021-12-26,FHSD Board of Education Votes to Make Masks Optional for the Second Semester of the 2021-22 School Year,By Ray Hathcock,https://fhntoday.com/2021/12/26/fhsd-board-of-education-votes-to-make-masks-optional-for-the-second-semester-of-the-2021-22-school-year/,School policy/administration,News,Promote discourse,Local,0,2,Yes,3,246,"COVID, masking"
FHN Today,2021-12-15,Deadlines Approach for Many Scholarships,By Peter Pae,https://fhntoday.com/2021/12/15/deadlines-approach-for-many-scholarships/,School policy/administration,News,Inform,School,0,1,No,3,167,"College, financial aid"
FHN Today,2021-12-15,FHN’s Thespian Troupe Plans to go to Missouri Thespian Conference in January,By Logan Yarnell,https://fhntoday.com/2021/12/15/fhns-thespian-troupe-plans-to-go-to-missouri-thespian-conference-in-january/,Community life,News,Spread awareness,School,2,0,No,3,150,"Extracurriculars, clubs, arts, events"
FHN Today,2021-12-15,Semester Finals are Returning After Not Having Them for Two Years,By Morgan Chairs,https://fhntoday.com/2021/12/15/semester-finals-are-returning-after-not-having-them-for-two-years/,School policy/administration,News,Inform,School,1,1,No,2,326,"Assessment, testing"
FHN Today,2021-12-15,Registration for the 2022-23 school year will start on Jan. 10,By Tayler Ross,https://fhntoday.com/2021/12/15/registration-for-the-2022-23-school-year-will-start-on-jan-10/,School policy/administration,News,Inform,School,0,1,No,3,167,"School policy, academics"
FHN Today,2021-12-15,The New Changes to the COVID-19 Policies for Second Semester,By Logan Yarnell,https://fhntoday.com/2021/12/15/the-new-changes-to-the-covid-19-policies-for-second-semester/,School policy/administration,News,Inform,School,0,1,Yes,3,150,"COVID, COVID policy"
FHN Today,2021-12-15,STUCO’s Deck the Halls Will Announce this Years Winners on Dec. 20,By Anna Scognamiglio,https://fhntoday.com/2021/12/15/stucos-deck-the-halls-will-announce-this-years-winners-on-dec-20/,Community life,News,Spread awareness,School,1,1,No,3,156,"Student government, school spirit"
FHN Today,2021-12-15,FHSD Has Changed the Policy Regarding Snow Days This Year,By Anna Scognamiglio,https://fhntoday.com/2021/12/15/fhsd-has-changed-the-policy-regarding-snow-days-this-year/,School policy/administration,News,Inform,School,1,1,No,3,173,"School policy, schedule"
FHN Today,2021-12-15,Hackmann Road Church of Christ Will Continue to Allow Students to Use Their Parking Lot,By Aadhi Sathishkumar,https://fhntoday.com/2021/12/15/hackmann-road-church-of-christ-will-continue-to-allow-students-to-use-their-parking-lot/,School policy/administration,News,Inform,School,0,1,No,3,150,"Parking, transportation"
FHN Today,2021-12-14,"FHN Choir Program set to hold its Annual Winter Concert on Friday, Dec. 17",By Lisa Smyth,https://fhntoday.com/2021/12/14/the-fhn-choir-program-is-holding-its-annual-winter-concert-on-friday-dec-17/,Community life,News,Spread awareness,School,1,1,No,3,337,"Extracurriculars, arts, events"
FHN Today,2021-12-13,The Board of Education Sees a Rise in Patron Comments Amidst Controversial Topics,By Benjamin Henry,https://fhntoday.com/2021/12/13/the-board-of-education-sees-a-rise-in-patron-comments-amidst-controversial-topics/,School policy/administration,News,Promote discourse,Local,0,3,Yes,1,533,"Race, curriculum, COVID, masking"
FHN Today,2021-12-10,Final Exam Exemptions No Longer Have an Attendance Requirement,By Macy Cronin,https://fhntoday.com/2021/12/10/final-exam-exemptions-no-longer-have-an-attendance-requirement/,School policy/administration,News,Inform,School,1,1,No,3,382,"Testing, assessment, grading"
FHN Today,2021-12-09,FHSD Board of Education Met on Dec. 7 to Discuss the Construction and Cost Increases of the New FHN Building,By Amber Winkler,https://fhntoday.com/2021/12/09/fhsd-board-of-education-met-on-dec-7-to-discuss-the-construction-of-the-new-fhn-building-and-cost-increases/,School policy/administration,News,Promote discourse,School,0,4,Yes,1,1556,"Infrastructure, school finance"
FHN Today,2021-12-06,Annual Student Council Deck the Halls Event Starts,By Violet Newton,https://fhntoday.com/2021/12/06/annual-student-council-deck-the-halls-event-starts/,Community life,News,Spread awareness,School,1,1,No,3,223,"Student government, events"
FHN Today,2021-12-02,Science Club Participates in National Crystal Growing Competition,By Olivia Van Horn,https://fhntoday.com/2021/12/02/93620/,Community life,News,Spread awareness,School,1,1,No,3,323,"Clubs, extracuriculars, events"
FHN Today,2021-11-22,"“You’re a Good Man, Charlie Brown” Musical Closes Their Curtain",By Logan Yarnell,https://fhntoday.com/2021/11/22/youre-a-good-man-charlie-brown-musical-closes-their-curtain/,Community life,News,Spread awareness,School,2,1,No,3,335,"Arts, extracuriculars, events"
FHN Today,2021-11-17,"“You’re a Good Man, Charlie Brown” Musical is Set to Open the Curtain on Nov 18.",By Evan Becker,https://fhntoday.com/2021/11/17/youre-a-good-man-charlie-brown-musical-is-set-to-open-the-curtain-on-nov-18/,Community life,News,Spread awareness,School,2,0,No,3,459,"Arts, extracuriculars, events"
FHN Today,2021-11-16,FHN’s JV Softball Team Ends Their Successful Season,By Aiden Manthey,https://fhntoday.com/2021/11/16/fhns-jv-softball-team-ends-their-successful-season/,Community life,News,Spread awareness,School,3,0,No,3,254,"Extracuriculars, sports"
FHN Today,2021-11-15,Varsity Soccer’s Season Ends in the District Quarterfinals,By Tony Biondo,https://fhntoday.com/2021/11/15/varsity-soccers-season-ends-in-the-district-quarterfinals/,Community life,News,Spread awareness,School,3,0,No,3,312,"Extracuriculars, sports"
FHN Today,2021-11-15,The Winter-Guard Season Starts Up Again,By Ray Hathcock,https://fhntoday.com/2021/11/15/the-winter-guard-season-starts-up-again/,Community life,News,Spread awareness,School,3,0,No,3,231,"Extracuriculars, sports"
FHN Today,2021-11-03,Hanrahan’s Business Entrepreneurship Class Sells Lanyards,"By Justin Brewer, Editor-in-Chief",https://fhntoday.com/2021/11/03/hanrahans-business-entrepreneurship-class-sells-lanyards/,Community life,News,Spread awareness,School,3,0,No,3,670,"Curriculum, academics, community involvement, fundraising"
FHN Today,2021-11-01,HOSA Holds a Dodgeball Tournament on Nov. 3,By Olivia Van Horn,https://fhntoday.com/2021/11/01/hosa-holds-a-dodgeball-tournament-on-nov-3/,Community life,News,Spread awareness,School,0,1,No,3,267,"Extracuriculars, sports, fundraising"
FHN Today,2021-10-20,Francis Howell North Searches for a New Principal for the 2022-23 School Year,By Morgan Chairs,https://fhntoday.com/2021/10/20/francis-howell-north-searches-for-a-new-principal-for-the-2022-23-school-year/,School policy/administration,News,Spread awareness,School,0,2,Yes,2,379,"Resignation, hiring, faculty"
FHN Today,2021-10-20,The New Francis Howell North Building is Set to Open in Fall of 2024,By Morgan Phillips,https://fhntoday.com/2021/10/20/the-new-francis-howell-north-building-is-set-to-open-in-fall-of-2024/,School policy/administration,News,Inform,School,1,1,No,3,333,"Building, infrastructure"
FHN Today,2021-10-20,The Annual Powderpuff Game Makes It’s Return This October,By Morgan Chairs,https://fhntoday.com/2021/10/20/the-annual-powderpuff-game-makes-its-return-this-october/,Community life,News,Spread awareness,School,2,1,No,3,341,"Clubs, extracuriculars, sports"
FHN Today,2021-10-20,The Annual Pumpkin Glow to be Held on Oct. 22-23,By Morgan Phillips,https://fhntoday.com/2021/10/20/the-annual-pumpkin-glow-to-be-held-on-oct-22-23/,Community life,News,Spread awareness,School,1,0,No,3,200,"Events, community involvement"
FHN Today,2021-10-20,The Community at North Shows That Their School is One of Acceptance and Inclusion,By McKenna Hudson,https://fhntoday.com/2021/10/20/the-community-at-north-shows-that-their-school-is-one-of-acceptance-and-inclusion/,Community life,News,Spread awareness,School,2,1,No,2,993,"Inclusion, social life"
FHN Today,2021-10-20,Changes Were Made to the Grade System in the 2021-22 School Year,By Anna Scognamiglio,https://fhntoday.com/2021/10/20/changes-were-made-to-the-grade-system-in-the-2021-22-school-year/,School policy/administration,News,Promote discourse,School,1,1,No,3,212,"Assessment, grading"
FHN Today,2021-10-20,FHN’s Essential Skills Program Helps Students Prepare for Their Lives Past High School,By Aadhi Sathishkumar,https://fhntoday.com/2021/10/20/fhns-essential-skills-program-helps-students-prepare-for-their-lives-past-high-school/,Community life,News,Spread awareness,School,2,1,Yes,2,691,"Curriculum, special education, disability"
FHN Today,2021-10-15,Girls Varsity Softball Team is on a Roll and Makes it to Districts,By Aiden Manthey,https://fhntoday.com/2021/10/15/girls-varsity-softball-team-is-on-a-roll-and-makes-it-to-districts/,Community life,News,Spread awareness,School,2,1,No,3,333,"Sports, extracurriculars, awards"
FHN Today,2021-10-11,Paraprofessional Shortages Affect the Special Education Program,By McKenna Hudson,https://fhntoday.com/2021/10/11/paraprofessional-shortages-affect-the-special-education-program/,School policy/administration,News,Promote discourse,School,0,2,Yes,2,379,"Hiring issues, staff shortages, faculty, special education"
FHN Today,2021-10-06,A Meeting in French Club,By Olivia Van Horn,https://fhntoday.com/2021/10/06/a-meeting-in-french-club/,Community life,News,Spread awareness,School,1,1,No,3,312,"Clubs, extracurriculars"
FHN Today,2021-10-05,Lunch Lines Increase Due to Changes in the Lunch Room,By Max Brewer and Aiden Manthey,https://fhntoday.com/2021/10/05/lunch-lines-increase-due-to-changes-in-the-lunch-room/,School policy/administration,News,Accountability,School,2,1,No,1,568,"Student dining, complaints, lunch"
FHN Today,2021-10-01,FCS Teacher Marissa Heyer Wins Emerson Excellence in Teaching Award,By Macy Cronin,https://fhntoday.com/2021/10/01/facs-teacher-marisa-heyer-wins-emerson-excellence-in-teaching-award/,Community life,News,Spread awareness,School,0,2,No,3,150,"Faculty, awards"
FHN Today,2021-09-27,Mask Mandate on School Buses for the 2021-22 School Year,By Peter Pae and Morgan Chairs,https://fhntoday.com/2021/09/27/mask-mandate-on-school-buses-for-the-2021-22-school-year/,School policy/administration,News,Inform,Local,1,2,Yes,2,515,"Masking, transportation, COVID"
FHN Today,2021-09-21,Workout to be Held on Sept. 25 to Spread Awareness for Childhood Cancer,By Ray Hathcock,https://fhntoday.com/2021/09/21/workout-to-be-held-on-sept-25-to-spread-awareness-for-childhood-cancer/,Community life,News,Spread awareness,Local,0,2,No,3,413,"Events, community involvement"
FHN Today,2021-09-14,Dr. Lucas Lammers Steps in as North’s Interim Principal,By Chase Pray and Tony Biondo,https://fhntoday.com/2021/09/14/dr-lucas-lammers-steps-in-as-norths-interim-principal/,School policy/administration,News,Inform,School,0,1,No,3,370,"Hiring, faculty"
FHN Today,2021-09-10,What to Expect at Homecoming 2021,By Ryleigh O'Donnell and Tayler Ross,https://fhntoday.com/2021/09/10/what-to-expect-at-homecoming-2021/,Community life,News,Spread awareness,School,0,2,No,3,204,"Student life, social life, homecoming"
